dimension,theme,type,detail,standard_code,urls,resource_code
Ambiente,Energía,Guía,"Guía para el uso, manejo y ahorro del recurso energético ",A060,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-la-energia/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Energia_Digital.pdf'}",000127
Ambiente,Energía,Guía,"Guía para el uso, manejo y ahorro del recurso energético ",A061,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-la-energia/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Energia_Digital.pdf'}",000128
Ambiente,Energía,Guía,"Guía para el uso, manejo y ahorro del recurso energético ",A062,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-la-energia/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Energia_Digital.pdf'}",000129
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A063,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000130
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A064,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000131
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A065,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000132
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A066,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000133
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A067,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000134
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A068,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000135
Ambiente,GEI,Guía,Guía para la gestión de emisiones de Gases de Efecto Invernadero,A069,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-de-emisiones-de-gases-efecto-invernadero-gei/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/GEI_Digital.pdf'}",000136
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A070,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000137
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A071,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000138
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A072,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000139
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A073,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000140
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A074,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000141
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A075,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000142
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A076,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000143
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A077,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000144
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A078,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000145
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A079,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000146
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A080,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000147
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A081,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000148
Calidad,Calidad,Guía,Guía para la gestión eficiente de la calidad ,A082,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-calidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Calidad_Digital.pdf'}",000149
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A083,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000150
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A084,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000151
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A085,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000152
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A086,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000153
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A087,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000154
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A088,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000155
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A089,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000156
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A090,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000157
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A091,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000158
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A092,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000159
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A093,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000160
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A094,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000161
Calidad,Inocuidad,Guía,Guía para la gestión eficiente de la inocuidad ,A095,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-de-la-inocuidad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Gestion-de-la-Inocuidad_Digital.pdf'}",000162
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A096,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000163
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A097,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000164
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A098,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000165
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A099,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000166
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A100,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000167
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A101,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000168
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A102,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000169
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A103,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000170
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A104,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000171
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A105,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000172
Gestión ,Viabilidad económica,Guía,Guía para la gestión económica,A106,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-economica/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Viabilidad-Economica_Digital.pdf'}",000173
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A116,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000174
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A117,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000175
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A118,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000176
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A119,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000177
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A120,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000178
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A121,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000179
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A122,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000180
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A123,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000181
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A124,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000182
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A125,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000183
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A126,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000184
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A127,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000185
Social,CT y PS,Guía,Guía para la gestión de las condiciones y protección social de los trabajadores,A128,"{'web': 'https://ciruelacertificada.cl/recurso/guia-condiciones-de-trabajo-y-proteccion-social/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Condiciones-Laborales_Digital.pdf'}",000186
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A107,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000187
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A108,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000188
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A109,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000189
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A110,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000190
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A111,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000191
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A112,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000192
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A113,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000193
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A114,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000194
Social,Comunidades locales,Guía,Guía para el relacionamiento comunitario ,A115,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-relacionamiento-comunitario/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Relacionamiento-Comunitario-Digital.pdf'}",000195
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A129,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000196
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A130,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000197
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A131,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000198
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A132,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000199
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A133,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000200
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A134,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000201
Ética,Debida diligencia,Guía,Guía para la gestión de la debida diligencia de la legislación.,A135,"{'web': 'https://ciruelacertificada.cl/recurso/guia-debida-diligencia-de-la-legislacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/Debida-Diligencia_Digital.pdf'}",000202
Ambiente,Agua,Curso,Curso: Agua,A001,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000203
Ambiente,Agua,Curso,Curso: Agua,A002,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000204
Ambiente,Agua,Curso,Curso: Agua,A003,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000205
Ambiente,Agua,Curso,Curso: Agua,A004,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000206
Ambiente,Agua,Curso,Curso: Agua,A005,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000207
Ambiente,Agua,Curso,Curso: Agua,A006,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000208
Ambiente,Agua,Curso,Curso: Agua,A007,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000209
Ambiente,Agua,Curso,Curso: Agua,A008,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000210
Ambiente,Agua,Curso,Curso: Agua,A009,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000211
Ambiente,Agua,Curso,Curso: Agua,A010,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000212
Ambiente,Agua,Curso,Curso: Agua,A011,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000213
Ambiente,Agua,Curso,Curso: Agua,A012,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000214
Ambiente,Agua,Curso,Curso: Agua,A013,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000215
Ambiente,Agua,Curso,Curso: Agua,A014,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000216
Ambiente,Agua,Curso,Curso: Agua,A015,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000217
Ambiente,Agua,Curso,Curso: Agua,A016,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000218
Ambiente,Agua,Curso,Curso: Agua,A017,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-del-agua/', 'curso': 'https://www.chileagricola.cl/courses/82151-2/'}",000219
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A018,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000220
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A019,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000221
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A020,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000222
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A021,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000223
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A022,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000224
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A023,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000225
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A024,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000226
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A025,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000227
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A026,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000228
Ambiente,Biodiversidad,Curso,Curso: Biodiversidad,A027,"{'web': 'https://ciruelacertificada.cl/recurso/curso-biodiversidad/', 'curso': 'https://www.chileagricola.cl/courses/81303/'}",000229
Ambiente,Insumos,Curso,Curso: Insumos,A028,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-de-insumos/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3/'}",000230
Ambiente,Insumos,Curso,Curso: Insumos,A029,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-sustentable-de-insumos/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3/'}",000231
