dimension,theme,type,detail,standard_code,urls,resource_code
Ambiente,GEI,Curso,Curso: GEI,P079,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000795
Ambiente,GEI,Curso,Curso: GEI,P080,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000796
Ambiente,GEI,Curso,Curso: GEI,P081,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000797
Ambiente,GEI,Curso,Curso: GEI,P082,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000798
Ambiente,GEI,Curso,Curso: GEI,P083,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000799
Ambiente,GEI,Curso,Curso: GEI,P084,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000800
Ambiente,GEI,Curso,Curso: GEI,P085,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000801
Ambiente,GEI,Curso,Curso: GEI,P086,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gei-y-cambio-climatico/', 'curso': 'https://www.chileagricola.cl/courses/81303-2/'}",000802
Calidad,Calidad,Curso,Curso: Calidad,P087,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000803
Calidad,Calidad,Curso,Curso: Calidad,P088,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000804
Calidad,Calidad,Curso,Curso: Calidad,P089,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000805
Calidad,Calidad,Curso,Curso: Calidad,P090,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000806
Calidad,Calidad,Curso,Curso: Calidad,P091,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000807
Calidad,Calidad,Curso,Curso: Calidad,P092,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000808
Calidad,Calidad,Curso,Curso: Calidad,P093,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000809
Calidad,Calidad,Curso,Curso: Calidad,P094,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000810
Calidad,Calidad,Curso,Curso: Calidad,P095,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000811
Calidad,Calidad,Curso,Curso: Calidad,P096,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000812
Calidad,Calidad,Curso,Curso: Calidad,P097,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-calidad/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2/'}",000813
Calidad,Inocuidad,Curso,Curso: Inocuidad,P098,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-inocuidad-alimentaria/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2-2/'}",000814
Calidad,Inocuidad,Curso,Curso: Inocuidad,P099,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-inocuidad-alimentaria/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2-2/'}",000815
Calidad,Inocuidad,Curso,Curso: Inocuidad,P100,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-inocuidad-alimentaria/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2-2/'}",000816
Calidad,Inocuidad,Curso,Curso: Inocuidad,P101,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-inocuidad-alimentaria/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2-2/'}",000817
Calidad,Inocuidad,Curso,Curso: Inocuidad,P102,"{'web': 'https://ciruelacertificada.cl/recurso/curso-gestion-de-la-inocuidad-alimentaria/', 'curso': 'https://www.chileagricola.cl/courses/81303-2-3-2-2/'}",000818
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P103,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000819
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P104,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000820
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P105,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000821
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P106,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000822
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P107,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000823
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P108,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000824
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P109,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000825
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P110,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000826
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P111,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000827
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P112,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000828
Gestión ,Viabilidad económica,Curso,Curso: Viabilidad económica,P113,"{'web': 'https://ciruelacertificada.cl/recurso/curso-viabilidad-economica/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-viabilidad-economica/'}",000829
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P123,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000830
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P124,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000831
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P125,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000832
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P126,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000833
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P127,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000834
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P128,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000835
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P129,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000836
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P130,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000837
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P131,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000838
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P132,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000839
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P133,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000840
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P134,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000841
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P135,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000842
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P136,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000843
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P137,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000844
Social,CT y PS,Curso,Curso: Condiciones de trabajo y protección social,P138,"{'web': 'https://ciruelacertificada.cl/recurso/curso-condiciones-laborales-y-proteccion-social/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-3/'}",000845
Social,Comunidades locales,Curso,Curso: Comunidades locales,P114,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000846
Social,Comunidades locales,Curso,Curso: Comunidades locales,P115,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000847
Social,Comunidades locales,Curso,Curso: Comunidades locales,P116,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000848
Social,Comunidades locales,Curso,Curso: Comunidades locales,P117,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000849
Social,Comunidades locales,Curso,Curso: Comunidades locales,P118,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000850
Social,Comunidades locales,Curso,Curso: Comunidades locales,P119,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000851
Social,Comunidades locales,Curso,Curso: Comunidades locales,P120,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000852
Social,Comunidades locales,Curso,Curso: Comunidades locales,P121,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000853
Social,Comunidades locales,Curso,Curso: Comunidades locales,P122,"{'web': 'https://ciruelacertificada.cl/recurso/curso-relacion-con-las-comunidades/', 'curso': 'https://www.chileagricola.cl/courses/estandar-sustentabilidad-industria-de-ciruelas-deshidratadas-comunidades-locales-parte-1/'}",000854
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P139,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000855
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P140,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000856
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P141,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000857
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P142,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000858
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P143,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000859
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P144,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000860
Ética,Debida diligencia,Curso,Curso: Debida diligencia,P145,"{'web': 'https://ciruelacertificada.cl/recurso/curso-debida-diligencia-de-la-legislacion/', 'curso': 'https://www.chileagricola.cl/courses/82151-2-2/'}",000861
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P001,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000862
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P002,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000863
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P003,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000864
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P004,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000865
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P005,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000866
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P006,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000867
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P007,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000868
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P008,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000869
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P009,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000870
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P010,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000871
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P011,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000872
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P012,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000873
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P013,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000874
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P014,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000875
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P015,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000876
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P016,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000877
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P017,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000878
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P018,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000879
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P019,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000880
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P020,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000881
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P021,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000882
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P022,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000883
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P023,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000884
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P024,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000885
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P025,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000886
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P026,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000887
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P027,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000888
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P028,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000889
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P029,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000890
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P030,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000891
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P031,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000892
General,General,Estándar,Estándar de Sustentabilidad para la Industria de Ciruelas Deshidratadas. Fase de Producción Primaria,P032,"{'web': 'https://ciruelacertificada.cl/recurso/estandar-de-sustentabilidad-para-la-industria-de-ciruelas-deshidratadas-fase-de-produccion-primaria/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/EstandarPP.pdf'}",000893
