dimensión,tema,tipo,detalle,código_recurso,url_web,url_curso,url_pdf,url_word,url_excel
Ambiente,Suelo,TDR,TDR Diagnóstico de suelo predial,P021,https://ciruelacertificada.cl/recurso/tdr-diagnostico-de-suelo-predial/,,http://ciruelacertificada.cl/wp-content/uploads/2025/03/P21-TDR-diagnostico-suelo.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P21-TDR-diagnostico-suelo.docx,
Ambiente,Suelo,TDR,TDR Plan de fertilización,P033,https://ciruelacertificada.cl/recurso/tdr-plan-de-fertilizacion/,,http://ciruelacertificada.cl/wp-content/uploads/2025/03/P33-TDR-Plan-de-fertilizacion.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P33-TDR-Plan-de-fertilizacion.docx,
Ambiente,Suelo,Registro,Registro de aplicación de fertilizantes,"P032, P034, P035",https://ciruelacertificada.cl/recurso/registro-de-aplicacion-de-fertilizantes/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P32-P34-P35-Aplicacion-de-fertilizantes.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P32-P34-P35-Aplicacion-de-fertilizantes.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P32-P34-P35-Aplicacion-de-fertiiizantes.xlsx
Ambiente,Suelo,Registro,Registro de labores,"P025, P093",https://ciruelacertificada.cl/recurso/registro-de-labores/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P25-P93-Registro-de-labores.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P25-P93-Registro-de-labores.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P25-P93-Registro-labores.xlsx
Ambiente,Suelo,Registro,Registro ejecución de calicatas,"P013, P020",https://ciruelacertificada.cl/recurso/registro-de-calicatas/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P13-P20-Registro-de-calicatas.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P13-P20-Registro-de-calicatas.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P13-P20-Registro-calicatas.xlsx
Ambiente,Biodiversidad,Señalética,No realizar labores de limpieza de zanjas o poda de corta vientos en época de anidación de aves,P045,https://ciruelacertificada.cl/recurso/senaletica-no-realizar-labores-de-limpieza-de-zanjas-o-poda-de-corta-vientos-en-epoca-de-anidacion-de-aves/,,http://ciruelacertificada.cl/wp-content/uploads/2025/02/P45-A26-labores.pdf,,
Ambiente,Biodiversidad,Señalética,"No cazar, pescar o recolectar animales",P045,https://ciruelacertificada.cl/recurso/senaletica-no-cazar-pescar-o-recolectar-animales/,,,,
Ambiente,Biodiversidad,Señalética,Prohibido el ingreso de mascotas,P045,https://ciruelacertificada.cl/recurso/senaletica-prohibido-el-ingreso-de-mascotas/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P45-A26-PROHIBIDO-1.pdf,,
Ambiente,Biodiversidad,Señalética,No retener la vida silvestre en cautiverio,P045,https://ciruelacertificada.cl/recurso/senaletica-no-retener-la-vida-silvestre-en-cautiverio/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P45-A26-No-retener-vida-silvestre.pdf,,
Ambiente,Biodiversidad,TDR,TDR Diagnóstico de la biodiversidad,P036,https://ciruelacertificada.cl/recurso/tdr-diagnostico-de-la-biodiversidad/,,http://ciruelacertificada.cl/wp-content/uploads/2025/03/P36-A18-Diagnostico-biodiversidad.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P36-A18-Diagnostico-biodiversidad.docx,
Ambiente,Biodiversidad,TDR,TDR Plan de gestión de la biodiversidad,P037,https://ciruelacertificada.cl/recurso/tdr-plan-de-gestion-de-la-biodiversidad/,,http://ciruelacertificada.cl/wp-content/uploads/2025/03/P37-A19-Plan-gestion-biodiversidad.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P37-A19-Plan-gestion-biodiversidad.docx,
Ambiente,Biodiversidad,Registro,Registro de especies exóticas invasoras,P043,https://ciruelacertificada.cl/recurso/registro-de-especies-exoticas-invasoras/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P43-A24-Registro-de-especies-exoticas.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P43-A24-Registro-de-especies-exoticas.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P43-A24-Registro-de-especies-exoticas.xlsx
Ambiente,Insumos,Señalética,En caso de derrame,P054,https://ciruelacertificada.cl/recurso/senaletica-en-caso-de-derrame/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P54-En-caso-de-derrame.pdf,,
Ambiente,Insumos,Señalética,Lave manos y ojos en caso de emergencia por derrame,P054,https://ciruelacertificada.cl/recurso/senaletica-lave-manos-y-ojos-en-caso-de-emergencia-por-derrame/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/A54-Lave-manos-y-ojos.pdf,,
Ambiente,Insumos,Registro,Registro de aplicación de agroquímicos,"P047, P050, P051, P056, P057",https://ciruelacertificada.cl/recurso/registro-de-aplicacion-de-agroquimicos/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P47-P50-P51-P56-P57-Registro-aplicaciones-agroquimicos.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P47-P50-P51-P56-P57-Registro-aplicaciones-agroquimicos.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P47-P50-P51-P56-P57-Registro-aplicaciones-agroquimicos.xlsx
Ambiente,Insumos,Registro,Registro de aplicación de productos químicos,A033,https://ciruelacertificada.cl/recurso/registro-de-aplicacion-de-productos-quimicos/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/A33-Aplicacion-productos.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/A33-Aplicacion-productos.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/A33-Aplicacion-productos.xlsx
Ambiente,Insumos,Registro,Registro de monitoreo de plagas,P048,https://ciruelacertificada.cl/recurso/registro-de-monitoreo-de-plagas/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P48-Monitoreo-de-plagas.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P48-Monitoreo-de-plagas.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P48-Monitoreo-de-plagas.xlsx
Ambiente,Insumos,Registro,Registro de inventario de agroquímicos,P053,https://ciruelacertificada.cl/recurso/registro-de-inventario-de-agroquimicos/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P53-Inventartio-agroquimicos.pdf,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P53-Inventartio-agroquimicos.docx,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P53-Inventartio-agroquimicos.xlsx
Ambiente,Residuos,Señalética,Contactos,P062,https://ciruelacertificada.cl/recurso/senaletica-contactos/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P62-A41-.pdf,,
Ambiente,Residuos,Señalética,Residuos no reciclables,P067 ,https://ciruelacertificada.cl/recurso/senaletica-residuos-no-reciclables/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P67-A49-No-reciclables.pdf,,
Ambiente,Residuos,Señalética,Residuos peligrosos,P067,https://ciruelacertificada.cl/recurso/senaletica-residuos-peligrosos/,,http://ciruelacertificada.cl/wp-content/uploads/2025/01/P67-A49-Peligrosos.pdf,,
Ambiente,Residuos,Señalética,Zona de reciclaje,P067,https://ciruelacertificada.cl/recurso/senaletica-zona-de-reciclaje/,,http://ciruelacertificada.cl/wp-content/uploads/2025/03/Accion-67-PP-49-AA-Zona-de-reciclaje-50x50cm.pdf,,
